price,area,status,bhk,bathroom,age,location,builder
79.69,1172,Ready to move,2,2,,tambaram west,MC Foundation
75,1655,Ready to move,3,3,1,Agaramthen,MC Foundation
100,2100,Ready to move,3,3,,Selaiyur,MC Foundation
70,1600,Ready to move,3,3,1,Agaramthen,MC Foundation
100,2100,Ready to move,3,3,,Vengambakkam,MC Foundation
95,2000,Ready to move,3,3,,Selaiyur,MC Foundation
90,1900,Ready to move,3,3,,Selaiyur,MC Foundation
95,2000,Ready to move,3,3,,Vengambakkam,MC Foundation
85,1800,Ready to move,3,3,,Selaiyur,MC Foundation
90,1900,Ready to move,3,3,,Vengambakkam,MC Foundation
85,1800,Ready to move,3,3,,Vengambakkam,MC Foundation
80,1700,Ready to move,3,3,,Selaiyur,MC Foundation
80,1700,Ready to move,3,3,,Vengambakkam,MC Foundation
75,1655,Ready to move,3,3,,Selaiyur,MC Foundation
75,1655,Ready to move,3,3,,Vengambakkam,MC Foundation
90,1667,Ready to move,3,3,,Selaiyur,MC Foundation
70,1600,Ready to move,3,3,,Selaiyur,MC Foundation
70,1600,Ready to move,3,3,,Vengambakkam,MC Foundation
120,2000,Ready to move,3,3,,Sembakkam,MC Foundation
100,2100,Ready to move,3,3,1,Agaramthen,MC Foundation
100,1821,Ready to move,3,3,,Sembakkam,MC Foundation
100,2100,Ready to move,3,3,,Selaiyur,MC Foundation
95,2000,Ready to move,3,3,1,Agaramthen,MC Foundation
95,1783,Ready to move,3,3,,Sembakkam,MC Foundation
95,2000,Ready to move,3,3,,Selaiyur,MC Foundation
85,1583,Ready to move,3,3,,Selaiyur,MC Foundation
90,1900,Ready to move,3,3,1,Agaramthen,MC Foundation
90,1624,Ready to move,3,3,,Sembakkam,MC Foundation
90,1900,Ready to move,3,3,,Selaiyur,MC Foundation
85,1800,Ready to move,3,3,1,Agaramthen,MC Foundation
125,1800,Ready to move,3,3,,Rajakilpakkam,MC Foundation
100,1874,Ready to move,3,3,,Selaiyur,MC Foundation
85,1800,Ready to move,3,3,,Selaiyur,MC Foundation
80,1700,Ready to move,3,3,,Selaiyur,MC Foundation
80,1700,Ready to move,3,3,1,Agaramthen,MC Foundation
95,1700,Ready to move,3,3,,Rajakilpakkam,MC Foundation
75,1655,Ready to move,3,3,,Selaiyur,MC Foundation
94,1793,Ready to move,3,3,,Selaiyur,MC Foundation
100,2000,Ready to move,3,3,,Selaiyur,MC Foundation
90,1674,Ready to move,3,3,,Selaiyur,MC Foundation
95,1800,Ready to move,3,3,,Selaiyur,MC Foundation
90,1740,Ready to move,3,3,,Selaiyur,MC Foundation
84,1600,Ready to move,3,3,,Selaiyur,MC Foundation
85,1664,Ready to move,3,3,,Selaiyur,MC Foundation
100,2000,Ready to move,3,3,,tambaram west,MC Foundation
95,1800,Ready to move,3,3,,tambaram west,MC Foundation
110,2000,Ready to move,3,3,,Selaiyur,MC Foundation
100,1839,Ready to move,3,3,,Selaiyur,MC Foundation
90,1700,Ready to move,3,3,,tambaram west,MC Foundation
95,1741,Ready to move,3,3,,Selaiyur,MC Foundation
85,1621,Ready to move,3,3,,tambaram west,MC Foundation
130,1385,Ready to move,3,3,,Chromepet,MC Foundation
74,1300,Ready to move,3,3,,Madambakkam,MC Foundation
69,1200,Ready to move,2,2,,Madambakkam,MC Foundation
130,1961,Ready to move,3,3,,Rajakilpakkam,MC Foundation
70,1600,Ready to move,3,3,,Selaiyur,MC Foundation
140,2200,Under Construction,4,4,,Sembakkam,MC Foundation
95,1900,Ready to move,3,3,,Perumbakkam,MC Foundation
85,1800,Ready to move,3,3,,Perumbakkam,MC Foundation
120,1321,Ready to move,3,3,,Chromepet,MC Foundation
90,1800,Ready to move,4,4,,Madambakkam,MC Foundation
120,1400,Ready to move,3,3,,Chitlapakkam,MC Foundation
85,1683,Ready to move,3,3,,Madambakkam,MC Foundation
80,1561,Ready to move,3,3,,Madambakkam,MC Foundation
77,1483,Ready to move,3,3,,Madambakkam,MC Foundation
110,1943,Ready to move,3,3,,Chromepet,MC Foundation
110,1300,Ready to move,3,3,,Chitlapakkam,MC Foundation
95,1783,Ready to move,3,3,,Chromepet,MC Foundation
60.02,1225,Ready to move,3,3,,Chromepet,MC Foundation
53.6,1094,Ready to move,3,3,,Chromepet,MC Foundation
44.59,910,Ready to move,2,2,,Chromepet,MC Foundation
40.18,820,Ready to move,2,2,,Chromepet,MC Foundation
24.47,505,Ready to move,1,1,,Chromepet,MC Foundation
108,1065,Ready to move,2,2,1,Saligramam,seller
37.34,770,Under Construction,2,2,0,Ambattur,seller
57.12,1190,Under Construction,3,3,,Nanmangalam,Vishnu Foundation Ltd
64,1254,Ready to move,2,2,,Medavakkam,South Zone Realty Consulting Pvt Ltd
23,594,Ready to move,1,2,3,Veppampattu,Karthick
26.5,630,Ready to move,2,2,3,Veppampattu,Karthick
34.99,1201,Ready to move,2,2,3,Veppampattu,Karthick
28.99,751,Ready to move,2,2,3,Veppampattu,Karthick
26.99,701,Ready to move,2,2,3,Veppampattu,Karthick
29.99,847,Ready to move,2,2,3,Veppampattu,Karthick
22.99,609,Ready to move,2,2,3,Veppampattu,Karthick
32,800,Ready to move,2,2,,Mambakkam,Elite nisha
48,1200,Ready to move,2,2,,Nallambakkam,Elite nisha
46,1000,Under Construction,2,2,0,Mambakkam,Elite nisha
53,1000,Ready to move,2,3,,Nallambakkam,Elite nisha
57,1500,Ready to move,2,3,3,Peerakankaranai,Elite nisha
33,1200,Ready to move,2,2,,Siruseri,Elite nisha
36,900,Ready to move,1,2,3,Ottiyabakkam,Elite nisha
58,1400,Ready to move,3,3,,Kelambakkam,Elite nisha
57,1250,Ready to move,2,2,,Kelambakkam,Elite nisha
53,1550,Ready to move,2,2,,Kelambakkam,Elite nisha
52,1350,Ready to move,2,2,,Kelambakkam,Elite nisha
46,1200,Ready to move,1,2,,Semmancheri,Elite nisha
36,1000,Ready to move,2,2,,Semmancheri,Elite nisha
54,1050,Ready to move,2,2,3,Peerakankaranai,Elite nisha
50,1080,Ready to move,2,3,4,Rathinamangalam,Elite nisha
58,1250,Ready to move,2,3,4,Rathinamangalam,Elite nisha
48,1160,Ready to move,2,3,3,Peerakankaranai,Elite nisha
47,1470,Ready to move,2,3,,Semmancheri,Elite nisha
53,1060,Ready to move,2,3,3,Ottiyabakkam,Elite nisha
48,1126,Ready to move,1,2,3,Ottiyabakkam,Elite nisha
78,954,Ready to move,2,2,,Adambakam,Prabha Homes
53,804,Ready to move,2,2,,Kovilambakkam,Prabha Homes
42,509,Ready to move,1,1,,Adambakam,Prabha Homes
48.87,905,Ready to move,2,2,,Selaiyur,MC Foundation
46.54,862,Ready to move,2,2,,Selaiyur,MC Foundation
41.52,769,Ready to move,2,2,,Selaiyur,MC Foundation
69.6,1200,Ready to move,3,3,,Perungalathur,MC Foundation
60.32,1040,Ready to move,2,2,,Perungalathur,MC Foundation
54.17,934,Ready to move,2,2,,Perungalathur,MC Foundation
51.56,889,Ready to move,2,2,,Perungalathur,MC Foundation
66.08,1180,Ready to move,3,3,,tambaram west,MC Foundation
57.12,1020,Ready to move,2,2,,tambaram west,MC Foundation
52.08,930,Ready to move,2,2,,tambaram west,MC Foundation
73.37,1249,Ready to move,3,3,,Sembakkam,MC Foundation
69.26,1179,Ready to move,3,3,,Sembakkam,MC Foundation
57.75,983,Ready to move,2,2,,Sembakkam,MC Foundation
47.94,861,Ready to move,2,2,,Sembakkam,MC Foundation
81.43,1404,Ready to move,3,3,,Chromepet,MC Foundation
72.96,1258,Ready to move,3,3,,Chromepet,MC Foundation
59.15,1183,Ready to move,3,3,,Chromepet,MC Foundation
57.76,996,Ready to move,2,2,,Chromepet,MC Foundation
47.15,943,Ready to move,2,2,,Chromepet,MC Foundation
52.2,900,Ready to move,2,2,,Chromepet,MC Foundation
76.5,1275,Ready to move,3,3,,Chitlapakkam,MC Foundation
43.05,861,Ready to move,2,2,,Chromepet,MC Foundation
69.96,1166,Ready to move,3,3,,Chitlapakkam,MC Foundation
25,500,Ready to move,1,1,,Chromepet,MC Foundation
60,1000,Ready to move,2,2,,Chitlapakkam,MC Foundation
113,1668,Ready to move,3,3,,tambaram west,MC Foundation
99.07,1457,Ready to move,3,3,,tambaram west,MC Foundation
83.09,1222,Ready to move,2,2,,tambaram west,MC Foundation
42,700,Ready to move,1,1,,Chitlapakkam,MC Foundation
49.74,829,Ready to move,2,2,,Chitlapakkam,MC Foundation
78,1300,Ready to move,3,3,,Chromepet,MC Foundation
68.58,1143,Ready to move,3,3,,Chromepet,MC Foundation
58.14,969,Ready to move,2,2,,Chromepet,MC Foundation
47.1,785,Ready to move,2,2,,Chromepet,MC Foundation
39.26,818,Ready to move,2,2,,Selaiyur,MC Foundation
73.6,1269,Ready to move,3,3,,Selaiyur,MC Foundation
69.07,1191,Ready to move,3,3,,Selaiyur,MC Foundation
62.06,1070,Ready to move,2,2,,Selaiyur,MC Foundation
57.71,995,Ready to move,2,2,,Selaiyur,MC Foundation
55.85,963,Ready to move,2,2,,Selaiyur,MC Foundation
51.85,894,Ready to move,2,2,,Selaiyur,MC Foundation
47.56,820,Ready to move,2,2,,Selaiyur,MC Foundation
78.4,1400,Ready to move,3,3,,Rajakilpakkam,MC Foundation
72.8,1300,Ready to move,3,3,,Rajakilpakkam,MC Foundation
66.58,1189,Ready to move,3,3,,Rajakilpakkam,MC Foundation
57.34,1024,Ready to move,2,2,,Rajakilpakkam,MC Foundation
53.98,964,Ready to move,2,2,,Rajakilpakkam,MC Foundation
46.25,826,Ready to move,2,2,,Rajakilpakkam,MC Foundation
43.96,785,Ready to move,2,2,,Rajakilpakkam,MC Foundation
85.62,1427,Ready to move,3,3,9,Medavakkam,MC Foundation
79.02,1317,Ready to move,3,3,9,Medavakkam,MC Foundation
75.24,1254,Ready to move,3,3,9,Medavakkam,MC Foundation
66.96,1116,Ready to move,3,3,9,Medavakkam,MC Foundation
60,1000,Ready to move,2,2,9,Medavakkam,MC Foundation
54.3,905,Ready to move,2,2,,Sembakkam,MC Foundation
53.16,886,Ready to move,2,2,9,Medavakkam,MC Foundation
50.1,835,Ready to move,2,2,,Sembakkam,MC Foundation
45.06,751,Ready to move,2,2,9,Medavakkam,MC Foundation
124,1537,Ready to move,3,,3,Nandambakkam,Luxclusive Homes
117,1455,Ready to move,3,3,3,Nandambakkam,Luxclusive Homes
123,1530,Ready to move,3,3,3,Nandambakkam,Luxclusive Homes
58.32,1215,Under Construction,3,3,,Nanmangalam,Vishnu Foundation Ltd
45.6,950,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd
40.32,840,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd
37.68,785,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd
33.6,700,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd
71.91,1383,Ready to move,3,3,,Sembakkam,MC Foundation
60.63,1166,Ready to move,3,3,,Sembakkam,MC Foundation
51.01,981,Ready to move,2,2,,Sembakkam,MC Foundation
48.41,931,Ready to move,2,2,,Sembakkam,MC Foundation
44.25,851,Ready to move,2,2,,Sembakkam,MC Foundation
41.6,800,Ready to move,2,2,,Sembakkam,MC Foundation
63.45,1269,Ready to move,3,3,,Rajakilpakkam,MC Foundation
59.2,1184,Ready to move,3,3,,Rajakilpakkam,MC Foundation
55,1100,Ready to move,3,3,,Rajakilpakkam,MC Foundation
48.2,964,Ready to move,2,2,,Rajakilpakkam,MC Foundation
45,900,Ready to move,2,2,,Rajakilpakkam,MC Foundation
50.4,900,Ready to move,2,2,,tambaram west,MC Foundation
48,1200,Ready to move,3,3,,Urapakkam,MC Foundation
37.72,943,Ready to move,2,2,,Urapakkam,MC Foundation
35.24,881,Ready to move,2,2,,Urapakkam,MC Foundation
40.6,812,Ready to move,2,2,,Rajakilpakkam,MC Foundation
91.2,1900,Ready to move,3,3,,Madambakkam,MC Foundation
78.28,1631,Ready to move,3,3,,Madambakkam,MC Foundation
71.42,1488,Ready to move,3,3,,Madambakkam,MC Foundation
67.15,1399,Ready to move,3,3,,Madambakkam,MC Foundation
48.81,1017,Ready to move,2,2,,Madambakkam,MC Foundation
47.52,990,Ready to move,2,2,,Madambakkam,MC Foundation
65.61,1238,Ready to move,3,3,,Madambakkam,MC Foundation
61.85,1167,Ready to move,3,3,,Madambakkam,MC Foundation
48.81,921,Ready to move,2,2,,Madambakkam,MC Foundation
46.64,880,Ready to move,2,2,,Madambakkam,MC Foundation
59.83,1108,Ready to move,3,3,,Selaiyur,MC Foundation
58.96,1092,Ready to move,3,3,,Selaiyur,MC Foundation
28.35,525,Ready to move,1,1,,Selaiyur,MC Foundation
30,850,Ready to move,2,2,3,Veppampattu,JD Properties
26.9,700,Ready to move,2,2,3,Veppampattu,JD Properties
27,700,Ready to move,2,2,3,Veppampattu,JD Properties
25.8,700,Ready to move,2,2,3,Veppampattu,JD Properties
26,700,Ready to move,2,2,3,Veppampattu,JD Properties
23,600,Ready to move,2,2,3,Veppampattu,JD Properties
114,1342,Under Construction,3,,0,Madipakkam,Vishal D
72.33,851,Under Construction,2,,0,Madipakkam,Vishal D
126,1489,Under Construction,3,,0,Madipakkam,Vishal D
83.04,977,Under Construction,2,,0,Madipakkam,Vishal D
80.15,943,Under Construction,2,,0,Madipakkam,Vishal D
33.63,885,Ready to move,2,,2,Kundrathur,mohammed
35.41,932,Ready to move,2,,2,Kundrathur,mohammed
33.47,881,Ready to move,2,,2,Kundrathur,mohammed
27.17,715,Ready to move,2,,2,Kundrathur,mohammed
51.06,690,Ready to move,2,2,6,Nesapakkam,MC Foundation
132,1266,Ready to move,3,3,,Jafferkhanpet,MC Foundation
102,980,Ready to move,2,2,,Jafferkhanpet,MC Foundation
91.2,1200,Ready to move,3,3,6,Nesapakkam,MC Foundation
55.5,750,Ready to move,2,2,6,Nesapakkam,MC Foundation
88.1,881,Ready to move,2,2,,Arumbakkam,MC Foundation
87,870,Ready to move,2,2,,Arumbakkam,MC Foundation
85.5,900,Ready to move,2,2,,Koyambedu,MC Foundation
81.7,860,Ready to move,2,2,,Koyambedu,MC Foundation
39,937,Under Construction,2,2,,Selaiyur,ARB HOMES
99,1560,Ready to move,3,3,,Medavakkam,ARB HOMES
330,4724,Ready to move,4,,,Sholinganallur,ARB HOMES
46,1006,Ready to move,2,2,4,Moolacheri,ARB HOMES
46.12,1006,Ready to move,2,2,4,Moolacheri,ARB HOMES
37,574,Ready to move,1,1,2,Gowrivakkam,ARB HOMES
80,1527,Ready to move,3,2,1,Ambattur,ARB HOMES
65,1002,Ready to move,2,2,2,Gowrivakkam,ARB HOMES
80,1753,Ready to move,3,2,1,Medavakkam,ARB HOMES
60,1340,Ready to move,2,2,1,Medavakkam,ARB HOMES
53,974,Under Construction,2,2,0,Perungalathur,ARB HOMES
30,612,Under Construction,2,2,0,Thalambur,ARB HOMES
66,1366,Under Construction,3,2,0,Perungalathur,ARB HOMES
47,1073,Under Construction,2,2,0,Thalambur,ARB HOMES
95,1371,Ready to move,3,2,2,Vengaivasal,ARB HOMES
42,591,Ready to move,2,1,2,Vengaivasal,ARB HOMES
80,1237,Under Construction,2,2,0,Sholinganallur,ARB HOMES
28,730,Under Construction,2,2,0,Thirumazhisai,ARB HOMES
32,849,Under Construction,2,2,0,Thirumazhisai,ARB HOMES
55,1286,Under Construction,3,2,,Selaiyur,ARB HOMES
33,885,Under Construction,3,3,0,Thirumazhisai,ARB HOMES
70,1148,Ready to move,2,2,2,Kolapakkam,ARB HOMES
68,1024,Ready to move,2,2,3,Karapakkam,ARB HOMES
170,2616,Ready to move,4,3,3,Karapakkam,ARB HOMES
42,979,Under Construction,2,2,0,Navallur,ARB HOMES
46,1262,Under Construction,3,2,0,Kelambakkam,ARB HOMES
85,1234,Ready to move,2,2,2,Vengaivasal,ARB HOMES
103,1469,Ready to move,3,3,2,Vengaivasal,ARB HOMES
66,950,Under Construction,2,2,,Porur,ARB HOMES
29,576,Ready to move,1,1,1,Kuthambakkam,ARB HOMES
41,855,Ready to move,2,2,1,Kuthambakkam,ARB HOMES
70,1080,Ready to move,2,2,,Perungalathur,ARB HOMES
75.54,1545,Ready to move,2,2,,Semmancheri,ARB HOMES
77.35,1645,Ready to move,3,2,,Semmancheri,ARB HOMES
20,570,Under Construction,1,1,0,Thirumalpur,ARB HOMES
53,1012,Ready to move,2,2,1,Ambattur,ARB HOMES
40,588,Under Construction,2,1,0,Pallavaram,ARB HOMES
85,1337,Ready to move,3,3,2,Gowrivakkam,ARB HOMES
56,913,Ready to move,2,2,,Kovur,ARB HOMES
51,1225,Ready to move,3,2,4,Moolacheri,ARB HOMES
48,832,Ready to move,2,2,1,Mangadu,ARB HOMES
64,959,Under Construction,2,2,0,Porur,ARB HOMES
70,1370,Under Construction,3,2,0,Ayanambakkam,ARB HOMES
40,930,Under Construction,2,2,,Siruseri,ARB HOMES
26,571,Ready to move,2,2,1,Kelambakkam,ARB HOMES
35,994,Under Construction,2,2,0,Kelambakkam,ARB HOMES
97,1598,Under Construction,3,2,0,Sholinganallur,ARB HOMES
80,1156,Ready to move,2,2,,Medavakkam,ARB HOMES
23,620,Under Construction,1,1,0,Thirumalpur,ARB HOMES
16,480,Ready to move,1,1,,Guduvancheri,ARB HOMES
68,1024,Ready to move,2,2,3,Karapakkam,ARB HOMES
40,588,Under Construction,1,1,0,Vanagaram,ARB HOMES
44.56,918,Under Construction,3,,0,Padur,Dee Star Properties
43.12,888,Under Construction,2,,0,Padur,Dee Star Properties
37.77,778,Under Construction,2,,0,Padur,Dee Star Properties
32.18,663,Under Construction,2,,0,Padur,Dee Star Properties
85,1300,Ready to move,2,2,6,Pallavaram,Chennai Gated Community
22,600,Ready to move,1,2,3,Veppampattu,Karthick
28,850,Ready to move,2,2,3,Veppampattu,Karthick
36.21,1050,Under Construction,2,,0,Kelambakkam,Dee Star Properties
34.28,994,Under Construction,2,,0,Kelambakkam,Dee Star Properties
43.52,1262,Under Construction,3,3,0,Kelambakkam,Dee Star Properties
46.04,1335,Under Construction,3,,0,Kelambakkam,Dee Star Properties
100,1188,Ready to move,3,,1,Velachery,Balaji
84.66,996,Ready to move,2,,1,Velachery,Balaji
61.64,1045,Under Construction,2,,0,Medavakkam,Balaji
75.5,1280,Under Construction,3,,0,Medavakkam,Balaji
214,1935,Under Construction,3,3,0,Perungudi,Luxclusive Homes
405,3654,Under Construction,4,,0,Perungudi,Luxclusive Homes
202,1820,Under Construction,3,,0,Perungudi,Luxclusive Homes
415,3746,Under Construction,4,,0,Perungudi,Luxclusive Homes
199,1793,Under Construction,3,2,0,Perungudi,Luxclusive Homes
214,1930,Under Construction,3,,0,Perungudi,Luxclusive Homes
26,700,Ready to move,2,2,3,Veppampattu,Karthick
27,725,Ready to move,2,2,3,Veppampattu,Karthick
60,1500,Ready to move,3,2,,Maraimalai Nagar,MrPincode
62,1433,Ready to move,3,2,,Maraimalai Nagar,MrPincode
57,1478,Ready to move,3,2,,Mahindra World City,MrPincode
29.5,623,Ready to move,1,1,,Mahindra World City,MrPincode
86,1927,Ready to move,3,3,4,Oragadam Industrial Corridor,24K Realtors
78,1706,Ready to move,3,3,4,Oragadam Industrial Corridor,24K Realtors
59,1437,Ready to move,2,2,4,Oragadam Industrial Corridor,24K Realtors
87,1991,Ready to move,3,3,4,Oragadam Industrial Corridor,24K Realtors
75.24,1254,Under Construction,3,,0,Gowrivakkam,MC Foundation
54.3,905,Under Construction,2,,0,Gowrivakkam,MC Foundation
85.62,1427,Under Construction,3,,0,Gowrivakkam,MC Foundation
52.86,881,Under Construction,2,,0,Gowrivakkam,MC Foundation
53.76,896,Under Construction,2,,0,Gowrivakkam,MC Foundation
23.03,510,Under Construction,1,,0,Siruseri,Dee Star Properties
35.02,824,Under Construction,2,,0,Siruseri,Dee Star Properties
15.04,338,Under Construction,1,,0,Siruseri,Dee Star Properties
38.08,896,Under Construction,3,,0,Siruseri,Dee Star Properties
32.98,764,Under Construction,2,,0,Siruseri,Dee Star Properties
84,1471,Ready to move,3,,4,Thaiyur,Dee Star Properties
120,1896,Ready to move,4,3,4,Thaiyur,Dee Star Properties
78.56,1376,Ready to move,3,,4,Thaiyur,Dee Star Properties
93.8,1643,Ready to move,3,,4,Thaiyur,Dee Star Properties
38.02,1001,Under Construction,2,,0,Thaiyur,Dee Star Properties
47.33,1246,Under Construction,3,2,0,Thaiyur,Dee Star Properties
40.3,1061,Under Construction,2,,0,Thaiyur,Dee Star Properties
66.2,1270,Ready to move,2,,4,Thaiyur,Dee Star Properties
50.45,1328,Under Construction,3,,0,Thaiyur,Dee Star Properties
37.3,982,Under Construction,2,,0,Thaiyur,Dee Star Properties
50.71,1335,Under Construction,3,,0,Thaiyur,Dee Star Properties
78.52,837,Ready to move,2,2,,East Tambaram,GJ ESTATES
86,1010,Ready to move,2,2,12,Velachery,Chennai Gated Community
450,3000,Ready to move,3,4,9,Velachery,Chennai Gated Community
28.02,637,Under Construction,2,,0,Thirumullaivoyal,Venkatesh
29.61,673,Under Construction,2,,0,Thirumullaivoyal,Venkatesh
29.21,664,Under Construction,2,,0,Thirumullaivoyal,Venkatesh
30.62,696,Under Construction,2,,0,Thirumullaivoyal,Venkatesh
29.12,662,Under Construction,2,,0,Thirumullaivoyal,Venkatesh
230,1755,Under Construction,3,3,,Adyar,HomeFirst
63.5,1312,Ready to move,2,2,,Kattupakkam,DJ Properties
95,1564,Ready to move,2,3,,Karapakkam,24K Realtors
69,1419,Ready to move,3,3,,Kattupakkam,DJ Properties
25.85,650,Ready to move,2,2,3,Veppampattu,JD Properties
25.9,650,Ready to move,2,2,3,Veppampattu,JD Properties
26.5,700,Ready to move,2,2,3,Veppampattu,JD Properties
26,650,Ready to move,2,2,3,Veppampattu,JD Properties
18,599,Ready to move,1,2,3,Veppampattu,Karthick
55.96,1142,Under Construction,3,,0,Rajakilpakkam,MC Foundation
39.78,812,Under Construction,2,,0,Rajakilpakkam,MC Foundation
42,762,Under Construction,2,2,0,Navallur,GJ ESTATES
70,1024,Ready to move,2,2,3,Karapakkam,GJ ESTATES
244,1574,Ready to move,3,2,,T Nagar,GJ ESTATES
37.34,770,Under Construction,2,2,,Ragavendra Colony,seller
42.19,870,Under Construction,2,2,,Ambattur,seller
41.12,848,Under Construction,2,2,,Ragavendra Colony,seller
42.19,870,Under Construction,2,2,,Ragavendra Colony,seller
37.34,770,Under Construction,2,2,,Ragavendra Colony,seller
42.19,870,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
37.34,770,Under Construction,2,2,,Ambattur,seller
41.12,848,Under Construction,2,2,,Ragavendra Colony,seller
42.19,870,Under Construction,2,2,,Ragavendra Colony,seller
25,749,Ready to move,2,2,3,Veppampattu,Karthick
25,755,Ready to move,2,2,3,Veppampattu,Karthick
28.9,920,Ready to move,2,2,3,Veppampattu,Karthick
31.25,950,Ready to move,2,2,3,Veppampattu,Karthick
25,755,Ready to move,2,2,3,Veppampattu,Karthick
28.9,920,Ready to move,2,2,3,Veppampattu,Karthick
31.25,950,Ready to move,2,2,3,Veppampattu,Karthick
22.25,603,Ready to move,1,2,3,Veppampattu,Karthick
34.5,1050,Ready to move,2,2,3,Veppampattu,Karthick
27,812,Ready to move,2,2,3,Veppampattu,Karthick
18.99,611,Ready to move,1,2,3,Veppampattu,Karthick
49.5,900,Under Construction,2,,0,West Tambaram,Info Rich
64.9,1180,Under Construction,3,,0,West Tambaram,Info Rich
56.1,1020,Under Construction,3,,0,West Tambaram,Info Rich
51.15,930,Under Construction,2,,0,West Tambaram,Info Rich
65.7,1096,Under Construction,3,2,0,Keelkattalai,24K Realtors
88.92,1588,Under Construction,3,2,,Sholinganallur,24K Realtors
62,1020,Under Construction,2,2,0,Keelkattalai,24K Realtors
45,700,Under Construction,2,2,,Mannivakkam,Dhivagaran
45,800,Under Construction,2,2,,Ottiyabakkam,Dhivagaran
50,1050,Ready to move,2,2,,Chromepet,SS PROPERTIES
31,650,Ready to move,2,2,,Pammal,SS PROPERTIES
90,1700,Under Construction,3,3,,Pammal,SS PROPERTIES
23,500,Ready to move,2,2,,Pammal,SS PROPERTIES
31,650,Ready to move,2,2,,Pammal,SS PROPERTIES
85,1300,Under Construction,3,3,,Pammal,SS PROPERTIES
22,500,Ready to move,1,1,,Pammal,SS PROPERTIES
90,1900,Under Construction,3,3,,Pammal,SS PROPERTIES
72,1300,Ready to move,3,3,,Pammal,SS PROPERTIES
90,1700,Under Construction,3,3,,Pammal,SS PROPERTIES
23,500,Ready to move,2,2,,Pammal,SS PROPERTIES
22,500,Under Construction,1,1,,Pammal,SS PROPERTIES
22,500,Under Construction,2,2,,Pammal,SS PROPERTIES
65,1400,Under Construction,3,3,,Pammal,SS PROPERTIES
69,1000,Ready to move,2,2,5,Iyyappanthangal,DJ Properties
170,1750,Ready to move,4,3,,Valasaravakkam,DJ Properties
26.8,700,Ready to move,2,2,3,Veppampattu,JD Properties
22.8,600,Ready to move,2,2,3,Veppampattu,JD Properties
26.75,700,Ready to move,2,2,3,Veppampattu,JD Properties
42.19,870,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
40.44,834,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
41.12,848,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
42.19,870,Under Construction,2,2,,Ambattur,seller
37.34,770,Under Construction,2,2,,Ambattur,seller
42.19,870,Under Construction,2,2,,Ambattur,seller
42.19,870,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
40.44,834,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
41.12,848,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
37.35,770,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
108,1065,Ready to move,2,2,,Porur,seller
108,1065,Ready to move,2,2,,Saligramam,seller
108,1065,Ready to move,2,2,,Saligramam,seller
108,1065,Ready to move,2,2,,Porur,seller
65,638,Ready to move,2,1,3,Vadapalani,Chennai Gated Community
75,1791,Ready to move,3,3,7,Kelambakkam,Chennai Gated Community
320,2130,Ready to move,3,3,,Anna Nagar,HomeFirst
75,1700,Ready to move,4,3,,Kattupakkam,DJ Properties
462,3850,Ready to move,5,,2,Kilpauk,REALTY INDIA
267,2230,Ready to move,4,,2,Kilpauk,REALTY INDIA
345,2880,Ready to move,4,,2,Kilpauk,REALTY INDIA
213,1775,Ready to move,3,,2,Kilpauk,REALTY INDIA
104,1329,Ready to move,2,2,,Sholinganallur,GJ ESTATES
57.88,1220,Under Construction,2,2,,Kil Ayanambakkam,seller
37.34,770,Under Construction,2,2,,Ambattur,seller
40.44,834,Under Construction,2,2,,Ambattur,seller
41.12,848,Under Construction,2,2,,Ambattur,seller
42.19,870,Under Construction,2,2,,Ambattur,seller
37.34,770,Under Construction,2,2,,Ambattur,seller
37.35,770,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
40.44,834,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
40.44,834,Under Construction,2,2,,Ambattur,seller
40.44,834,Under Construction,2,2,,Ragavendra Colony,seller
42,800,Under Construction,2,2,,Ottiyabakkam,Dhivagaran
321,2380,Ready to move,3,3,,Adyar,HomeFirst
323,1850,Under Construction,3,3,,Alwarpet,HomeFirst
205,1283,Ready to move,3,3,,Anna Nagar,HomeFirst
334,1860,Under Construction,3,3,,Besant Nagar,HomeFirst
295,1641,Under Construction,3,3,,Besant Nagar,HomeFirst
46,800,Ready to move,2,,1,Kundrathur,MAXWORTH PROPERTIES
215,1930,Under Construction,3,3,0,Perungudi,24K Realtors
95,1250,Ready to move,3,3,,Valasaravakkam,DJ Properties
169,1610,Under Construction,3,,0,Kodambakkam,Luxclusive Homes
